id,date,text
711,2017-04-23T07:56:59,"#503
모든 사람이 장미일 필요는 없다
나는 나대로, 내 사랑하는 사람은
그 사람대로 산국화이어도 좋고
나리꽃이어도 좋은 것이다
아니, 달맞이꽃이면 또 어떤가
-도종환, <사람은 누구나 꽃이다>-"
713,2017-04-23T17:09:14,"#020_4
흔히 사람들은 바쁘게 움직이면
일에 대한 열정이 있다고 착각한다.
-피터 드러커-"
715,2017-04-24T07:41:29,"#504
20초만 미쳤다고 생각하고 용기를 내봐
상상도 못할 일이 펼쳐질 거야
-영화, <우리는 동물원을 샀다>-"
717,2017-04-24T17:03:09,"#021_3
개가 싸울 때 중요한 것은
몸집이 아니라 싸우겠다는 의지다.
-드와이트 D. 아이젠하워-"
719,2017-04-25T08:02:47,"#505
넌 충분히 할 수 있어
사람들이 말했습니다
용기를 내야 해
사람들이 말했습니다
그래서 나는 용기를 내었습니다
용기를 내서 이렇게 말했습니다
나는 못해요
-이규경, <어쩌구 저쩌구>-"
721,2017-04-25T17:10:32,"#022_3
높은 벽은 그것을 넘었을 때
당신을 지키는 담장이 된다
-<2ch>-"
723,2017-04-26T07:41:30,"#506
세상에서 가장 중요한 일들은
대게 전혀 가망이 없는 것처럼 보이는데도
끝까지 노력하는 사람들에 의해 이루어졌다
-데일 카네기-"
725,2017-04-26T17:10:40,"#023_2
훌륭한 행동이 훌륭한 말보다 낫다.
-벤저민 프랭클린-"
727,2017-04-27T07:33:06,"#507
우리의 연민은 정오의 그림자처럼 짧고
우리의 수치심은 자정의 그림자처럼 길다
-진은영, <눈먼 자들의 국가>-"
729,2017-04-27T15:48:15,"글반장 인스타그램 계정을 오픈했습니다.

기존에 만들었던 이미지들을 인스타그램에 맞춰 수정해서 올리고 있어요. 다만 시간 날 때 틈틈이 만들다 보니 업로드가 불규칙해요

따로 고마운 마음을 전하지는 못하지만, 인스타 계정 홍보(?)하면서 이렇게 감사의 마음 전달합니다.

좋게 봐주셔서 항상 감사드리고, 모두 행복한 오후 보내세요 ^^

글반장 인스타그램 : instagram.com/9banjang"
731,2017-04-27T17:01:23,"#024_2
연습을 했다고 완벽하게 되는 것은 아니다.
완벽하게 연습을 했을때만 완벽하게 된다.
-빈스 룸바르디-"
733,2017-04-28T09:04:04,"#508
엄마가 나무라는 것은
'너의 게으름'이지
'게으른 너'가 아니라는 거야.
우리가 비난에 상처 입는 것은
이 둘을 잘 구별하지
못하기 때문이지.
-공지영, <사랑은 상처를허락하는것이다>"
735,2017-04-28T16:50:10,"#025_2
서서 바다를 노려보기만 해서는
바다를 건널 수 없다
-타고르-"
737,2017-04-29T07:48:32,"#509
하루가 끝날 때는 꼭 의미를 따져보아라
또 새날이 밝아노는 것을 기뻐하지 않는다면 그건 감사할 줄 모르는 태도야
이미 네 손을 떠난 문제를 고민하느라 밝아오는 하루를 우울하게 맞이할 필요는 없단다
-박완서, <모독>-"
